name,dist_short,color_wyne,color_yellow,color_vpale,color_pale,color_pgold,color_gold,color_ogold,color_fgold,color_bronze,color_pamber,color_amber,color_famber,color_red,color_sherry,nose_aroma,nose_peat,nose_sweet,nose_light,nose_fresh,nose_dry,nose_fruit,nose_grass,nose_sea,nose_sherry,nose_spicy,nose_rich,body_soft,body_med,body_full,body_round,body_smooth,body_light,body_firm,body_oily,pal_full,pal_dry,pal_sherry,pal_big,pal_light,pal_smooth,pal_clean,pal_fruit,pal_grass,pal_smoke,pal_sweet,pal_spice,pal_oil,pal_salt,pal_arome,fin_full,fin_dry,fin_warm,fin_big,fin_light,fin_smooth,fin_clean,fin_fruit,fin_grass,fin_smoke,fin_sweet,fin_spice,fin_oil,fin_salt,fin_arome,fin_ling,fin_long,fin_very,fin_quick,age,dist,score,pct,region,district,islay,midland,spey,east,west,north,lowland,campbell,islands,cluster_id,cluster_name,pc1,pc2
Glenrothes,Glenrothes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,4.0,80.0,40.0,HIGH,SPEY,0,0,1,0,0,0,0,0,0,0,Classic Smoky-Sweet,0.8574,-1.2183
Glen Scotia,Glen Scoti,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.0,4.0,85.0,40.0,LOW,CAMPBEL,0,0,0,0,0,0,0,1,0,4,Maritime Peat,-0.5893,0.1122
Glen Spey,Glen Spey,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,3.0,73.0,40.0,HIGH,SPEY,0,0,1,0,0,0,0,0,0,0,Classic Smoky-Sweet,-0.5579,0.3507
Glentauchers,Glentauche,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.0,2.0,71.0,46.0,HIGH,SPEY,0,0,1,0,0,0,0,0,0,2,Light & Approachable,-0.6765,-0.5753
Glenturret,Glenturret,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10.0,4.0,77.0,57.1,HIGH,MIDLAND,0,1,0,0,0,0,0,0,0,1,Sherried & Sweet,-0.2242,0.1345
Glenugie,Glenugie,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,2.0,70.0,54.8,HIGH,EAST,0,0,0,1,0,0,0,0,0,1,Sherried & Sweet,0.7088,0.0563
Glenury Royal,Glenury Ro,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,12.0,3.0,76.0,40.0,HIGH,EAST,0,0,0,1,0,0,0,0,0,0,Classic Smoky-Sweet,0.501,0.9206
Highland Park,Highland P,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.0,5.0,90.0,40.0,HIGH,ORKNEY,0,0,0,0,0,0,0,0,1,1,Sherried & Sweet,0.8978,-0.5719
Imperial,Imperial,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,nan,3.0,76.0,40.0,HIGH,SPEY,0,0,1,0,0,0,0,0,0,0,Classic Smoky-Sweet,1.6174,0.4137
Inchgower,Inchgower,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,12.0,3.0,75.0,40.0,HIGH,SPEY,0,0,1,0,0,0,0,0,0,1,Sherried & Sweet,0.2915,-0.2447
Inchmurrin,Inchmurrin,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.0,2.0,65.0,40.0,HIGH,WEST,0,0,0,0,1,0,0,0,0,4,Maritime Peat,-0.5285,0.8794
Inverleven,Inverleven,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.0,2.0,67.0,46.0,LOW,WEST,0,0,0,0,0,0,1,0,0,4,Maritime Peat,-0.498,1.1325
Jura,Jura,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,10.0,3.0,71.0,40.0,HIGH,JURA,0,0,0,0,0,0,0,0,1,1,Sherried & Sweet,0.109,0.113
Kinclaith,Kinclaith,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,nan,2.0,69.0,40.0,LOW,WEST,0,0,0,0,0,0,1,0,0,4,Maritime Peat,-0.4251,1.1535
Knockando,Knockando,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,nan,3.0,76.0,43.0,HIGH,SPEY,0,0,1,0,0,0,0,0,0,2,Light & Approachable,-0.6816,0.1987
Knockdhu,Knockdhu,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,nan,3.0,73.0,40.0,HIGH,SPEY,0,0,1,0,0,0,0,0,0,1,Sherried & Sweet,0.6048,-0.1382
Ladyburn,Ladyburn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,2.0,57.0,46.0,LOW,WEST,0,0,0,0,0,0,1,0,0,2,Light & Approachable,-0.3768,0.4132
Lagavulin,Lagavulin,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,12.0,5.0,89.0,43.0,ISLAY,SOUTH,1,0,0,0,0,0,0,0,0,4,Maritime Peat,1.2127,1.398
Laphroaig,Laphroaig,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,4.0,86.0,43.0,ISLAY,SOUTH,1,0,0,0,0,0,0,0,0,4,Maritime Peat,0.4284,0.5915
Linkwood,Linkwood,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,4.0,83.0,40.0,HIGH,SPEY,0,0,1,0,0,0,0,0,0,0,Classic Smoky-Sweet,1.2306,-0.5626
Littlemill,Littlemill,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0,4.0,83.0,43.0,LOW,NORTHWEST,0,0,0,0,0,0,1,0,0,0,Classic Smoky-Sweet,0.3106,0.1501
Lochnagar,Lochnagar,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12.0,4.0,80.0,43.0,HIGH,EAST,0,0,0,1,0,0,0,0,0,0,Classic Smoky-Sweet,1.1666,-0.0748
Lochside,Lochside,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,nan,3.0,71.0,40.0,HIGH,EAST,0,0,0,1,0,0,0,0,0,1,Sherried & Sweet,0.2653,-0.9515
Longmorn,Longmorn,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12.0,4.0,85.0,40.0,HIGH,SPEY,0,0,1,0,0,0,0,0,0,3,Herbal & Crisp,-0.8489,-0.5835
Macallan,Macallan,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,10.0,5.0,87.0,40.0,HIGH,SPEY,0,0,1,0,0,0,0,0,0,1,Sherried & Sweet,0.6111,-0.8783
Millburn,Millburn,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,nan,3.0,76.0,40.0,HIGH,SPEY,0,0,1,0,0,0,0,0,0,1,Sherried & Sweet,0.3762,-0.6975
Miltonduff,Miltonduff,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12.0,3.0,76.0,43.0,HIGH,SPEY,0,0,1,0,0,0,0,0,0,3,Herbal & Crisp,-0.2525,-0.096
Mortlach,Mortlach,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.0,4.0,81.0,40.0,HIGH,SPEY,0,0,1,0,0,0,0,0,0,0,Classic Smoky-Sweet,1.2774,-0.4153
North Port,North Port,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,2.0,64.0,40.0,HIGH,EAST,0,0,0,1,0,0,0,0,0,0,Classic Smoky-Sweet,1.1179,0.4486
Oban,Oban,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12.0,4.0,76.0,43.0,HIGH,WEST,0,0,0,1,0,0,0,0,0,0,Classic Smoky-Sweet,0.5766,-0.6128
Port Ellen,Port Ellen,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,nan,4.0,79.0,40.0,ISLAY,SOUTH,0,0,0,0,1,0,0,0,0,1,Sherried & Sweet,0.1048,-0.1565
Pulteney,Pulteney,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8.0,3.0,77.0,40.0,HIGH,NORTH,0,0,0,0,0,1,0,0,0,4,Maritime Peat,-1.1276,0.7042
Rosebank,Rosebank,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,4.0,76.0,40.0,LOW,CENTRAL,0,0,0,0,0,0,1,0,0,3,Herbal & Crisp,-0.9215,-0.3115
Saint Magdalene,Saint Magd,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.0,2.0,67.0,40.0,LOW,CENTRAL,0,0,0,0,0,0,1,0,0,0,Classic Smoky-Sweet,0.274,0.1552
Scapa,Scapa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.0,3.0,76.0,40.0,HIGH,ORKNEY,0,0,0,0,0,0,0,0,1,4,Maritime Peat,-0.4439,0.3846
Singleton,Singleton,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,nan,4.0,79.0,40.0,HIGH,SPEY,0,0,1,0,0,0,0,0,0,1,Sherried & Sweet,0.0384,-0.397
Speyburn,Speyburn,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,nan,3.0,71.0,40.0,HIGH,SPEY,0,0,1,0,0,0,0,0,0,1,Sherried & Sweet,-0.0944,-0.7237
Springbank,Springbank,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,15.0,5.0,88.0,46.0,LOW,CAMPBEL,0,0,0,0,0,0,0,1,0,4,Maritime Peat,-0.5347,-0.4783
Springbank-Longrow,Longrow,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14.0,5.0,90.0,46.0,LOW,CAMPBEL,0,0,0,0,0,0,0,1,0,4,Maritime Peat,0.3167,1.4169
Strathisla,Strathisla,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.0,3.0,79.0,40.0,HIGH,SPEY,0,0,1,0,0,0,0,0,0,3,Herbal & Crisp,0.3563,-0.2248
Talisker,Talisker,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10.0,4.0,90.0,45.8,HIGH,SKYE,0,0,0,0,0,0,0,0,1,4,Maritime Peat,0.6903,0.6163
Tamdhu,Tamdhu,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,3.0,75.0,40.0,HIGH,SPEY,0,0,1,0,0,0,0,0,0,0,Classic Smoky-Sweet,0.3091,0.1103
Tamnavulin,Tamnavulin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10.0,3.0,76.0,43.0,HIGH,SPEY,0,0,1,0,0,0,0,0,0,3,Herbal & Crisp,-1.1993,0.3454
Teaninich,Teaninich,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,nan,3.0,71.0,40.0,HIGH,NORTH,0,0,0,0,0,1,0,0,0,0,Classic Smoky-Sweet,1.3618,0.7023
Tobermory,Tobermory,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,nan,2.0,67.0,40.0,HIGH,MULL,0,0,0,0,0,0,0,0,1,0,Classic Smoky-Sweet,0.9569,-0.054
Tomatin,Tomatin,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.0,3.0,75.0,40.0,HIGH,SPEY,0,0,1,0,0,0,0,0,0,1,Sherried & Sweet,0.6423,-0.3917
Tomintoul,Tomintoul,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.0,3.0,76.0,40.0,HIGH,SPEY,0,0,1,0,0,0,0,0,0,3,Herbal & Crisp,-1.0775,-0.1509
Tormore,Tormore,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10.0,3.0,76.0,43.0,HIGH,SPEY,0,0,1,0,0,0,0,0,0,0,Classic Smoky-Sweet,0.9217,0.0488
Tullibardine,Tullibardi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10.0,3.0,76.0,40.0,HIGH,MIDLAND,0,1,0,0,0,0,0,0,0,3,Herbal & Crisp,-0.4857,-1.1277
